Language,GitURL,GitRef,BuildTool,BuildStatus,ErrorMessage
java,https://github.com/LeoDemon/jvm-lab,35a8592b56756057f7bd9f4aab5a434c683345ea,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/giolekva/pcloud,cced4c38d6caa647196f234191e3678388fb9a0a,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/Anshuman-UCSB/FFT,497b59618f3142e536ed7edc9cf6eeadb8b310ce,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/maxhayne/pastry-network,a0339d93c415cfcb2a9fec161c3dec47c16703d0,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/AppLinkers/LaserOrderManage-server,397ffe34f1ac684e966a4834f089e3c1c0e3a9c5,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/ichuvilin/discrod-bot,dd57cfcd109890e75a7554cb9e0fde2defcc6244,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/ory98/hanghae99,47fd8d774231d440b22a238f5a82c593e85a8f2f,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/AlexM5150/GymPal,5f1d3c5f5e1a70e083839b6b3b913a820953dc4d,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/ksdiode/backend_board,1e501f57e14d1caab090fad50523faf9b2fdcd3d,gradle,fail,Command './gradlew assemble' returned non-zero exit status 2.
java,https://github.com/palpalTeam/Palpal-Eats,612c37800ba6859b77a3d0aabfee0795f825ed90,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/sowmyag1904/Medical-Pill-Reminder-App,a780bc4d0debcfe923816526dae83f8bc02885ef,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/YBE-7/MiniProject_BE,914736f459b37d4015b50c40be08fd294e6eab89,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/thcathy/advent-of-code,7d3b193bc90005d42e9c8cef3f98caf87569285e,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/iTpple-S-POT/backend,6bb157b88fc6682bfe3086c18b89193eaad69e03,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/Team-Crops/fit-server,69fa11f4a6c3eff4c4027cb58447d26a010b549c,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/Gimbap-heaven-A-2/Gimbap-heaven,c16b87861a193138626208feeba2fe60705d36e2,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/Open-Core-Finance/corefinance,01ce58bc9a915860bc4c0c60aaac13163049adc4,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/Krishna9q/springboot-java,12cd56fa70c34622f419e78a397cd04b702e3083,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/ksngh/uglymarket,eca20c81f3e0ff3f14c8cbadb4bb7cb37961f1fe,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/Kinasr/bayt_assignment,038a16c8ebad99019036fe6af355d5d19517d8ae,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/onobc/github-actions-sandbox,e554743e7debabb7ff27282c704378249d6e7b6e,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/ItziSpyder/ClickCrystals,660b65f377b1e60e3f16bbd1b0063dcc133a003b,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/rfresh2/2b2t.vc-rusherhack,2e9a48a5d2317691281515ea9f46b4a755c7281d,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
java,https://github.com/MaxitheSlime/Maxis_Magic_Mod,068a3a57e67075df8cda649ee01054c186628217,gradle,fail,Command './gradlew assemble' returned non-zero exit status 1.
